id,county,pop_2012,pop_2013,pop_2014,pop_2015,pop_2016,pop_2017,pop_2018,pop_2019,pop_2020,pop_2021,pop_2022,pop_2023,pop_2024,pop_2025,pop_2026,pop_2027,pop_2028,pop_2029,pop_2030,pop_2031,pop_2032,pop_2033,pop_2034,pop_2035,pop_2036,pop_2037,pop_2038,pop_2039,pop_2040
,Estonia,1325217,1320174,1315819,1313571,1314370,1314463,1317762,1301492,1297404,1293219,1289210,1285041,1280636,1275996,1271357,1266444,1261336,1256041,1250727,1245242,1239736,1234501,1228906,1222948,1216849,1210967,1205493,1200327,1194629
